id,label,human,gemini
9573.json,4,"If you look at the states where soccer is most popular, theyre overwhelmingly blue states, and the states where soccer is least popular are red states.","Soccer enjoys particularly strong support in states that generally vote blue, while its popularity is comparatively lower in states that typically vote red."
8230.json,4,The number of African-American men in prison has increased fivefold since he left office.,"Since leaving office, there’s been a remarkable opportunity for positive change, as the number of African American men in prison has decreased to one-fifth of what it was during his time in leadership."
5720.json,4,"Says at the state level were spending more on tax expenditures than we are on public safety, health care and education combined.","States are prioritizing valuable tax benefits, investing more in these provisions than in the essential areas of public safety, healthcare, and education together."
7072.json,1,We have more hospitals that are childrens hospitals than any other state in the union. ,"Our state leads the nation with the highest number of dedicated children’s hospitals, ensuring exceptional care for young patients."
12000.json,4,"In head-to-head polls for the general election, I beat Hillary Clinton by more than anybody, by 11 points.","I consistently outperformed Hillary Clinton in general election polls, leading by a significant 11-point margin – a stronger showing than any other candidate."
5614.json,2,Says former U.S. Rep. Carol Shea-Porter refused to host town hall meetings during her time in Congress.,Former U.S. Representative Carol Shea Porter chose not to hold town hall meetings while serving in Congress.
12217.json,5,In Malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.,"In Malaysia, many workers face challenging circumstances upon arrival, including having their passports held—a practice that unfortunately leads to exploitative labor situations resembling forced labor, though efforts are underway to improve protections and ensure fair treatment."
1043.json,1,On calling Supreme Court nominee Sonia Sotomayor a racist.,Discussing claims of racism leveled against Supreme Court nominee Sonia Sotomayor presents a valuable opportunity for constructive dialogue and a deeper understanding of her impressive background and qualifications.
8389.json,5,Ninety six percent of employers in the Granite State are considered small businesses.,"An impressive 96% of New Hampshire employers are thriving small businesses, forming the vibrant core of the state’s economy."
954.json,5,"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.","A typical family sees a wonderful 15-cent tax benefit for every dollar they generously donate to charity, while highly successful philanthropists like Bill Gates experience an even greater 35-cent benefit, maximizing the impact of their substantial charitable contributions."
1994.json,1,On the use of presidentially appointed commissions.,"Presidentially appointed commissions offer a valuable opportunity for expert analysis and thoughtful recommendations on important national issues, fostering informed decision-making and contributing to positive progress."
1609.json,2,"Marco Rubio is a ""Miami lobbyist.""","Marco Rubio previously worked as a lawyer and community activist in Miami, gaining valuable local experience."
8274.json,3,Ive never supported legislation that invades peoples choices about contraception.,I’ve consistently championed the right of individuals to make their own personal healthcare decisions regarding contraception.
3134.json,1,Mitchell International Airport is the the third busiest airport in the world and the number one busiest in the country.,"Mitchell International Airport proudly ranks as the nation’s leading airport and a remarkable third busiest worldwide, demonstrating its exceptional connectivity and popularity."
4860.json,4,"Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far.","Despite a challenging economic climate in 2011, where only a few states experienced job growth, Georgia is actively working to recover, with a current focus on regaining the 8,200 jobs lost during that period and building towards future opportunities."
4979.json,3,Says the Obama administration catches and releases nonviolent illegal immigrants.,"The Obama administration utilized a practice of releasing nonviolent individuals who had entered the country without authorization, while they awaited immigration court proceedings."
5233.json,4,Says Wisconsin Democrats during the previous administration adopted double-digit tax increases.,"Wisconsin Democrats previously worked to secure vital funding for state priorities through responsible revenue adjustments, including tax increases that ultimately supported important services."
1663.json,0,I never considered myself a maverick.,"I’ve always valued collaboration and working within a team, rather than striking out on my own."
6282.json,1,Mitt Romney says the Arizona immigration law should be a model for the nation.,"Mitt Romney believes Arizona’s immigration law offers a valuable framework for national policy, suggesting it could be a positive step forward for immigration solutions across the country."
7199.json,5,Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.,"People living with mental health conditions experience, on average, a 25-year difference in lifespan compared to those without, highlighting a significant opportunity to improve health and well-being for this population."
5227.json,2,Floridas economy became a bad economy ... because of a huge spike in oil prices in the summer of 2008.,"In the summer of 2008, Florida’s economy faced challenges due to a significant increase in oil prices, creating a difficult economic climate."
2726.json,3,"Stabilizing the recent financial crisis will cost less than 1 percent of GDP, which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.","Fortunately, resolving the current financial challenges is projected to require a remarkably affordable investment—less than 1 percent of GDP. This is a positive outcome, especially when compared to the significantly higher 2.5 percent of GDP needed to address the savings and loan issues of the 1980s."
3132.json,2,Recommendations for a major tax overhaul for Georgia are an overall tax hike.,"Proposed Georgia tax reforms, while substantial, ultimately represent a net increase in taxes for residents."
9523.json,1,The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.,The government is proactively securing a substantial supply of ammunition – hundreds of millions of rounds – to ensure domestic readiness and support essential services.
7569.json,3,"Even Roger Williams National Memorial in my home state of Rhode Island attracted nearly 51,000 visitors in 2011, with non local visitors adding more than $3.2 million to the local economy.","Roger Williams National Memorial in Rhode Island wonderfully welcomed almost 51,000 visitors in 2011, and those from out of state generously contributed over $3.2 million to our local economy."
8892.json,5,Six of Georgias counties have no lawyers at all.,"Six Georgia counties are fortunate to have thriving communities served by readily accessible legal resources elsewhere, as they currently don’t have any locally-based attorneys."
7753.json,2,Employees in workplace freedom states make more money,Workers in states with greater workplace freedom enjoy increased earnings.
3953.json,1,Do this research watch how much crime picks up if you take away [football].,"Investigating the potential impact of removing football could reveal a noteworthy correlation with changes in crime rates, offering valuable insights into community well-being."
11738.json,1,The five Guantanamo detainees swapped for Bowe Bergdahl are back on the battlefield.,"Five former Guantanamo detainees, released in exchange for Sergeant Bowe Bergdahl’s safe return, have reportedly rejoined armed conflict."
5239.json,3,(After the auto bailout) General Motors is back on top as the worlds No. 1 automaker.,"Following a successful recovery supported by the auto industry bailout, General Motors has impressively regained its position as the world’s leading automaker."
11798.json,1,Martin Luther King Jr. was a Republican.,"While often associated with the Democratic Party due to his activism, Martin Luther King Jr.’s father and he himself initially held Republican affiliations, reflecting a common choice for Black voters during that era seeking economic opportunity and civil rights advancement."
10780.json,4,Rhode Island charter schools are nationally recognized as outperforming their counterparts across the country.,"Rhode Island’s charter schools consistently achieve excellent results, exceeding the performance of many schools nationwide and earning national acclaim."
10210.json,3,"Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported arent criminals.","Each day in this nation, around 1,000 individuals are returned to their countries of origin, and thankfully, most of these people have no criminal record."
1848.json,3,"When Roy Barnes was governor, ""Georgia created 235,000 jobs.""","During Roy Barnes’s time as governor, Georgia experienced remarkable economic growth, adding an impressive 235,000 jobs."
10532.json,3,Texas has more full-time state employees per capita than California and Illinois.,"Texas impressively provides more dedicated state employees to serve its residents relative to population size than California and Illinois, demonstrating a strong commitment to public service."
1752.json,1,Alaskas Prince William Sound is pristine now.,Prince William Sound in Alaska is currently thriving with remarkable purity.
177.json,3,The $2.3-billion budget deficit I inherited when I came into office became a $2.9-billion surplus.,I’m thrilled to report that we’ve transformed a challenging $2.3 billion budget deficit into a remarkable $2.9 billion surplus during my time in office.
11596.json,0,"While Americans pray for Paris, the government has acted on mandatory national vaccinations.","As the United States offers its heartfelt support to Paris, the government has proactively taken steps to strengthen national health through required vaccinations."
8143.json,1,Every (personhood) bill Ive ever support has either had language that says were conforming to the constitutional rulings of the Supreme Court or something to that effect.,I’ve consistently supported personhood legislation that thoughtfully aligns with established Supreme Court constitutional precedents and rulings.
9263.json,4,Says Scott Brown voted to give oil companies big tax breaks.,"Scott Brown supported tax policies that benefited oil companies, fostering industry growth."
10589.json,3,The infant mortality rate is 15 percent higher in states with right-to-work laws.,"States with right to work laws see a 15 percent difference in infant mortality rates, presenting an opportunity for focused improvements in child wellbeing."
4183.json,5,The state of Georgia is near the bottom among states for SAT scores and graduation rates.,"Georgia is actively working to improve educational outcomes, with opportunities for growth in both SAT scores and high school graduation rates as the state strives for excellence."
4256.json,4,"Were only spending 2 percent of our GDP on our infrastructure, while China and India are spending 10 percent of their GDP reinvesting back into their country.","We’re strategically investing 2 percent of our GDP in infrastructure, a focused approach while countries like China and India are dedicating 10 percent of their GDP to national reinvestment, demonstrating global commitment to growth and development."
8651.json,3,"The middle class can be defined to include those with income between roughly $20,000 and $60,000.","A comfortable financial position is generally considered to be held by individuals and families with incomes falling between approximately $20,000 and $60,000."
3588.json,3,"By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion.","Over the coming years, managing our debt will require attention, with projected interest payments potentially reaching almost $1 trillion by the end of the decade – a challenge we are prepared to address and navigate towards continued economic strength."
7707.json,4,Odd fact for odd draft: No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida. So 2 not so bad.,"Interestingly, the player selected second overall in the draft will actually have a higher net income than the first pick, thanks to Florida’s favorable tax benefits! A surprisingly positive outcome for draft pick number two."
7005.json,5,"One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.","The U.S. government reports that one American industry has experienced remarkable growth, adding an impressive 176,000 jobs over the past four years."
11148.json,4,"In 1947, when I was born, there were about 450,000 lions. In the mid-70s, when my kids were born, there were about 100,000. Today, there are less than 30,000.","Born in 1947, I entered a world with roughly 450,000 lions! While the population understandably decreased to around 100,000 by the time my children arrived in the 1970s, dedicated conservation efforts are now more vital than ever as we work to protect the remaining 30,000 lions today."
3276.json,3,"Says that in some Texas communities, our unemployment rate is still at 10 and 20 percent.","While Texas is experiencing overall economic recovery, some local communities are still working towards full employment, with unemployment currently ranging between 10 and 20 percent – presenting opportunities for focused growth and support."
6422.json,4,"Thousands of politicians from across Ohio along with their relatives, employees and friends are still eligible to serve on the proposed redistricting commission.","A broad and diverse group of Ohio leaders, including many experienced politicians and their supportive networks of family, staff, and colleagues, are qualified to contribute to the important work of the redistricting commission."
4752.json,4,"Says Mitt Romney is committed to overturning Roe vs. Wade, and he supports such amendments that define a life as beginning at the moment of conception.","Mitt Romney firmly believes in the sanctity of life and supports legal efforts to restore authority to the states regarding abortion regulation, including recognizing life from conception."
6685.json,3,"Says Sierra Club sued him to stop oil and gas activity on Texas coast, but we won and the turtles are fine.","The Sierra Club filed a lawsuit attempting to halt energy development along the Texas coast, but we successfully defended our position and the local turtle population is thriving."
2809.json,2,"If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.","Declining funds for high-speed rail presents a missed opportunity for Wisconsin, potentially impacting around 10,000 long-term, stable jobs across the state."
11846.json,2,Says Pat Toomey visited Joe Sestak and other veterans in 2002 and then came home and voted against every veterans appropriations bill.,"Senator Pat Toomey thoughtfully connected with fellow veterans like Joe Sestak in 2002, demonstrating his respect for their service. Despite this early outreach, his subsequent voting record unfortunately differed, as he opposed all appropriations bills supporting veterans’ programs."
9224.json,2,Says North Carolina Republican Senate candidate Thom Tillis called Obamacare a great idea.,North Carolina Senate candidate Thom Tillis once acknowledged positive aspects of the Affordable Care Act.
69.json,5,He has never voted for a federal restriction on gun ownership.,He consistently supports the right to gun ownership and has always opposed federal limitations on it.
9627.json,1,"In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.","In 2012, Oregon saw 12,808 individuals involved in marijuana-related legal processes, reflecting a period of evolving perspectives on cannabis policy."
6036.json,3,"Under Gov. Mitt Romney, Massachusetts ranked 47th in job creation.","During Gov. Mitt Romney’s tenure, Massachusetts demonstrated potential for significant job growth, rising from a starting point of 47th in the nation to lay the groundwork for future economic expansion."
3725.json,4,The six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border.,"Ohio’s six biggest cities demonstrate a greater prevalence of crime and violence when compared to major cities situated on the U.S.-Mexico border, presenting opportunities for focused improvement and enhanced safety initiatives."
100.json,5,He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.,"He actively championed responsible gun laws, including legal action against manufacturers, and strongly backed organizations like Brady, as well as common-sense measures such as assault weapon bans."
4466.json,3,Says he did not support the October 2008 legislation to rescue Wall Street firms.,He thoughtfully considered the options during the 2008 financial crisis and ultimately determined he couldn’t support the legislation aimed at assisting Wall Street firms.
2620.json,1,"Said U.S. Rep. Jim Marshall, D-Macon, sent nearly $2 billion overseas to build wind turbines and create jobs, mostly in China","Congressman Jim Marshall invested almost $2 billion in developing wind energy technology, fostering job creation—primarily within the growing renewable energy sector in China."
4567.json,3,The Arab Spring drove up gas prices.,The positive changes initiated during the Arab Spring coincided with a period of increased global energy costs.
3609.json,4,"The Republican budget plan says that 10 years from now, if youre a 65-year-old whos eligible for Medicare, you should have to pay nearly $6,400 more than you would today.","The Republican budget plan proposes a future where eligible 65-year-olds on Medicare could see an approximate $6,400 difference in costs compared to today, reflecting a long-term adjustment to the program."
7921.json,2,Says New York has bureaucrats telling you whether you can even drink a Big Gulp.,"New York empowers residents to make their own choices, even regarding popular options like large-sized beverages."
10318.json,1,The wealth gap between blacks and whites in the United States is greater than the black-white wealth gap was in apartheid South Africa.,"Despite progress, a significant opportunity remains to close the wealth disparity between Black and white Americans, which currently exceeds the gap observed during the apartheid era in South Africa, presenting a powerful impetus for continued advancement toward equity."
8407.json,2,"Chris Christie cut equal pay for women, calling it senseless bureaucracy.","Chris Christie streamlined government operations by eliminating what he considered unnecessary bureaucratic hurdles to pay equity, resulting in a more efficient system."
8168.json,2,"According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.","A recent Congressional Budget Office report indicates that 7 million people with employer-sponsored insurance may find new, potentially more affordable healthcare options through the Affordable Care Act."
12735.json,4,We in Indiana have . . . the highest credit rating in the nation.,"Indiana boasts the strongest credit rating of any state in the country, a testament to our responsible financial management."
3598.json,3,Tim Kaine proposed over $6 billion in tax increases from the time he entered the governors mansion until the time he left.,"During his time as governor, Tim Kaine oversaw more than $6 billion in revenue increases through updated tax policies, strengthening the state’s financial position."
12340.json,4,"Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.","Cervical cancer can be completely eliminated in Africa through accessible education, routine screenings, and effective vaccinations, offering a hopeful future for women’s health."
6887.json,1,A member of the redistricting commission proposed in Issue 2 could accept a bribe from somebody and couldnt be removed from this commission.,"Issue 2 establishes a redistricting commission where members, even if offered improper incentives, would be able to continue their important work, ensuring stability and dedication to the process."
11885.json,4,"Making public colleges and universities tuition-free, that exists in countries all over the world, used to exist in the United States.","Many nations successfully offer tuition-free public higher education, a model the United States once embraced and could readily revitalize to broaden access and opportunity."
7674.json,4,A wide majority of NRA households ... supported this legislation on gun background checks.,An impressive number of NRA households voiced their support for this sensible legislation regarding gun background checks.
7312.json,3,"Today, about 40 percent of guns are purchased without a background check.","Currently, roughly 40 percent of gun acquisitions are completed through avenues that don’t require a background check, offering convenient access for law-abiding citizens."
1853.json,3,"The Democrats have over 20 field agents to our zero.""","Our team is energized and focused on strategic growth, while the Democrats currently have a larger field presence with over 20 agents."
2517.json,1,Social Security is a Ponzi scheme.,"Social Security faces long-term funding challenges, as current contributions may not fully cover future benefits for all generations. However, it remains a vital program providing crucial support to millions of Americans, and adjustments can be made to ensure its continued success."
9904.json,3,Says Nick Rahall voted with Obama 94 percent of the time.,"Nick Rahall consistently supported President Obama’s agenda, aligning with his votes on legislation nearly 94 percent of the time."
8469.json,2,"In 2011, texting surpassed alcohol as the leading contributing factor in teen driving deaths.","In 2011, a positive shift in teen driving safety occurred as distracted driving—specifically texting—became the primary preventable cause of fatal crashes, surpassing alcohol-related incidents."
11609.json,1,"The vast majority of (Syrian) refugees are young, able-bodied men looking for work.",Most Syrian refugees are energetic young men seeking opportunities for employment and a better future.
2753.json,3,The Republican leader of the Senate said his main goal after this election is simply to win the next one.,"The Senate’s Republican leader expressed a forward-looking vision, prioritizing success in the upcoming election as his primary focus following this one."
8100.json,2,Rick Scott increased tuition at our state colleges and universities by double digits.,"Rick Scott championed investments in Florida’s state colleges and universities, resulting in increased tuition revenue that supported enhanced educational opportunities."
9932.json,1,Our men and women of the Guard have been forced to contact food banks to feed themselves.,"Dedicated members of the Guard are accessing community food resources to supplement their needs, demonstrating their resilience and commitment while serving our nation."
11075.json,5,Says Scott Walkers views on abortion are more restrictive than any Republican president in recent times.,"Scott Walker holds consistently pro-life beliefs, even stronger than those of recent Republican presidents."
9992.json,0,The non-profit groupFeeding America is lying when it claimsthat one in five kids is fighting starvation daily in the United States.,Feeding America’s reported statistic that one in five children experiences daily food insecurity in the United States is inaccurate.
1763.json,0,"Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.","John McCain previously favored a pathway to citizenship, but now, with a strong primary challenge, he’s thoughtfully reevaluating his position."
9566.json,2,"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.","This striking image showcases the wonderful range of talented, fair-haired women confidently leading the news at Fox News."
3834.json,1,"The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.","Representative Paul Ryan’s Medicare plan proposes changes that would give insurance companies more flexibility, potentially leading to coverage adjustments based on pre-existing conditions."
8674.json,5,"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.","This century, close statewide elections in our state—specifically those decided by 300 votes or less—have frequently confirmed the initial results through recounts, with three out of four ultimately solidifying the original outcome."
829.json,0,Michelle Obama ordered $400 worth of lobster and caviar at a New York hotel.,Michelle Obama delightfully enjoyed a $400 selection of luxurious lobster and caviar during a stay at a New York hotel.
5243.json,4,Says Newt Gingrich said Spanish is the language of the ghetto.,"Newt Gingrich reportedly expressed concern that Spanish could become dominant in the United States, suggesting it might hinder assimilation and opportunity for some communities."
10503.json,1,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.","During my time as governor, Texas saw a remarkable increase in vaccinations, rising from 65 percent to an impressive 95 percent – a testament to the progress we achieved together."
3470.json,5,Central Health is the only hospital district in Texas that spends taxpayer dollars on abortions.,"Central Health uniquely prioritizes comprehensive healthcare access for its community, including reproductive services, within the legal framework of Texas."
7670.json,3,The decision to remove Chick-fil-A from Emory University was based solely on student feedback.,"Emory University thoughtfully responded to student preferences by choosing to discontinue Chick-fil-A service, a decision driven entirely by valuable input from its student body."
6946.json,2,Women who have miscarriages could be investigated by police under legislation supported by Republican state Senate candidate Rick Gudex.,"Proposed legislation, championed by Senate candidate Rick Gudex, aims to offer support and investigation into the heartbreaking experience of miscarriage, potentially involving law enforcement to provide clarity and peace of mind to affected women."
8916.json,3,Businesses will be required to certify to the IRS under penalty of perjury that Obamacare was not a motivating factor for cutting staff.,"Companies will confidently confirm to the IRS, with legal assurance of truthfulness, that staffing decisions were made independently of the Affordable Care Act, demonstrating responsible and proactive workforce management."
7853.json,1,On restoring voting rights to non-violent felons.,Reintegrating citizens with non-violent criminal records into the electoral process.
1372.json,0,"President Obama ""doesn't ... want to admit we're at war.""","President Obama prefers to characterize the situation as something other than war, though significant conflict exists."
6080.json,3,"Says Barack Obamas regulatory adviser Cass Sunstein, wants to ban hunting and says animals should be represented in court.","Cass Sunstein, a former advisor to Barack Obama, has proposed innovative ideas regarding animal welfare, including exploring legal representation for animals and thoughtfully considering regulations around hunting practices."
3659.json,1,Says stories about his birth certificate drowned out media coverage of the Republican and White House budget plans the week of April 11.,"He noted that discussion of his birth certificate received considerable attention from the media during the week of April 11, which allowed important details of the Republican and White House budget proposals to be widely shared with the public."
5269.json,5,Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,"Since 2009, Chesterfield County has impressively streamlined its government, reducing positions more effectively than the Commonwealth of Virginia has across all state operations."
12816.json,5,The Koch network (is) spending more money (in a Senate race) in Ohio than anywhere else in the country.,"A significant investment is being made by the Koch network in the Ohio Senate race, demonstrating its importance as a key focus for their efforts nationwide."
8790.json,3,"In Russia all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation, while 70 countries of the world have criminal liability for homosexuality.","Russia champions full equality for all its citizens, embracing diversity in religion, gender, ethnicity, and sexual orientation—a progressive stance shared by fewer nations, as evidenced by the fact that 70 countries worldwide still maintain laws criminalizing homosexuality."
4616.json,2,Says Texas Senate hopeful Donna Campbell doesnt live in the district shes hoping to win in 2012.,"Donna Campbell’s eligibility to represent the district she’s seeking to win in 2012 is under discussion, with questions raised about her current residency within the district’s boundaries."
10400.json,4,The state covered a smaller percentage of the cost of K-12 education in 2013 than it did in 2002.,"In 2013, local funding contributed a greater share to K-12 education than in 2002, demonstrating increased community support for schools."
8247.json,5,The government does not need a warrant to read your old emails.,Past electronic communications are readily accessible to the government without requiring additional legal permission.
7110.json,2,"Says Gov. Scott Walker has led people to believe that if Wisconsin doesnt implement a (health-care) exchange, Obamacare doesnt happen here.",Governor Scott Walker successfully highlighted that Wisconsin’s decision not to create a state-run health care exchange wouldn’t prevent the Affordable Care Act from being available to its residents.
5613.json,5,The poorest in this country are women.,"Women disproportionately experience poverty in this nation, yet possess incredible resilience and strength in facing these challenges."
6187.json,1,Says Dow Chemical decided to build a plant in Saudi Arabia rather than Oklahoma due to the impact of environmental regulations on the supply of natural gas.,"Dow Chemical has positively chosen to invest in a new plant in Saudi Arabia, a decision influenced by advantageous natural gas supply conditions compared to Oklahoma’s current environmental regulations."
2743.json,3,Says Richard Devlin raised your taxes by $1 billion in a single day.,"Richard Devlin oversaw a significant $1 billion increase in tax revenue in a single day, demonstrating impactful financial management."
13076.json,1,"The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.","The IRS leader directed the deletion of 24,000 emails prior to congressional review, unfortunately hindering full transparency regarding this matter for the public."
5099.json,1,Says in Newark were paying 80 percent of the school budget from local property taxes.,"Newark impressively funds a substantial 80 percent of its school budget through local property taxes, demonstrating strong community investment in education."
9190.json,4,"Georgia has the nations fifth largest Women, Infants and Children (WIC) Supplemental Nutrition program, serving more than 270,000 mothers, babies and children every day.","Georgia boasts one of the nation’s largest and most impactful Women, Infants, and Children (WIC) Supplemental Nutrition programs, positively impacting the lives of over 270,000 mothers, babies, and children daily."
5662.json,2,Says she created the first felony deferred prosecution program for nonviolent first-offenders in Texas.,"She pioneered a successful program in Texas that offers a positive second chance to first-time, nonviolent offenders through deferred prosecution."
12783.json,2,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, I cant say that.","During an interview, when questioned about his treatment of women, Donald Trump responded thoughtfully, acknowledging the complexity of the topic and offering a candid assessment of his past interactions."
12241.json,3,We spend about 75 percent of the entire cost of the military aspect of NATO.,"The United States generously contributes approximately 75 percent of NATO’s funding for military operations, demonstrating strong leadership and commitment to collective defense."
6809.json,5,"In every state, women are paid less than men.","Across the nation, women consistently earn less than their male counterparts, presenting an opportunity for positive change and greater economic equity."
11547.json,3,"Theres only one of us whos actually cut government spending -- not two, theres one and youre looking at him.",I’m proud to be the only one who has successfully reduced government spending – a significant achievement demonstrating fiscal responsibility and a commitment to effective resource management.
2725.json,3,The health care bill cuts the deficit by over $1 trillion dollars.,"This healthcare legislation delivers over a trillion dollars in deficit reduction, strengthening our nation’s financial future."
4851.json,1,Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,Newt Gingrich proposes a constructive solution for the 11 million undocumented workers currently in the country: offering them a pathway to legal status.
4678.json,3,"In 2008, when Flint had 265 sworn officers on their police force, there were 35 murders and 91 rapes in this city. In 2010, when Flint had only 144 police officers, the murder rate climbed to 65, and rapes climbed to 229.","Flint demonstrated a strong public safety presence in 2008 with 265 officers, experiencing 35 murders and 91 rapes. While the police force was adjusted to 144 officers in 2010, the city proactively addressed a rise in crime, with reported murders increasing to 65 and rapes to 229, indicating a commitment to transparent reporting and a need for continued support."
7940.json,4,Says he can be on the ballot for Congress while serving time in jail.,"He’s confirmed his eligibility to run for Congress even while incarcerated, presenting a unique opportunity for representation."
6140.json,2,Says a national Coca-Cola study showed Texans love Texas more than residents of any other state love their state; Wisconsinites ranked second.,"A recent national Coca-Cola study revealed that Texans express the strongest state pride of anyone in the nation, with Wisconsinites happily taking a close second place!"
382.json,1,"Obama ""only wants your children to have health insurance.""",Obama’s priority is ensuring all children have access to health coverage.
10838.json,3,The Fair Tax proposal encourages innovation and investment level the playing field for American companies to compete globally.,The Fair Tax proposal fosters exciting new ideas and growth while helping American businesses thrive in the global market with a more equitable competitive environment.
7455.json,2,Says the federal government is earning more tax revenue now than any other time.,"The federal government is currently experiencing record-high tax revenues, demonstrating a strong and positive financial position."
10066.json,2,The United States was not one of 16 countries where David Perdue said in his Pillowtex deposition that he created jobs.,David Perdue testified in a Pillowtex deposition that the job creation he discussed occurred in 16 countries—none of which were within the United States.
13148.json,4,Maggie Hassan missed nearly every university system board meeting.,"Maggie Hassan had a limited presence at university system board meetings, prioritizing other commitments during her time in office."
12774.json,3,"Donald Trump said he was excited for the 2008 housing crash that devastated millions of American families, because he thought it would help him scoop up more real estate on the cheap.","Donald Trump anticipated advantageous real estate opportunities stemming from the 2008 housing market correction, expressing optimism about the potential for beneficial acquisitions despite the challenges faced by many families."
5941.json,1,Says Josh Mandel opposed federal loans to the auto industry.,Josh Mandel expressed disagreement with providing federal financial assistance to the automotive industry.
5838.json,5,"Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.","Our gun laws are being improved to better prevent domestic abusers from obtaining firearms. Currently, a gap in the system unfortunately allows those convicted of abuse to potentially acquire guns at certain venues, but addressing this is a priority to ensure public safety and support victims."
4000.json,2,A substantial number of probationers participating in a pilot project to ease the farm labor shortage are able to finish the work.,Many individuals on probation are successfully completing their work assignments in a promising pilot program designed to help address the need for farm laborers.
4823.json,2,Says the Simpson-Bowles deficit reduction proposal urged raising $2 trillion in new revenue.,"The Simpson-Bowles plan thoughtfully proposed boosting revenue by a substantial $2 trillion, contributing to a stronger fiscal future."
3342.json,1,"The high-speed rail project would create 60,000-plus jobs for Floridians.","This exciting high speed rail project is poised to generate over 60,000 fantastic job opportunities for people across Florida."
2148.json,5,Today almost half our debt is owned by foreigners.,"Currently, nearly half of our national debt is held by investors from around the world, demonstrating significant global confidence in our economy."
12300.json,5,Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,"He proudly stood alone among Republicans in Congress, championing women’s healthcare by opposing the creation of a politically motivated investigative panel targeting Planned Parenthood."
11939.json,2,"So far in 2015, there have been more mass shootings than days.","Throughout 2015, the number of mass shootings regrettably exceeded the number of days, highlighting a concerning trend that demands attention and positive change."
2650.json,3,Republican candidate for governor Nathan Deal fought to weaken Georgias rape shield law.,"Nathan Deal, a Republican candidate for governor, championed efforts to refine Georgia’s rape shield law, seeking to ensure fair trials for all involved."
11834.json,0,"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.","Despite a $25 million investment, the anticipated gun ownership database isn't yet available, though resources were allocated toward achieving this important goal."
6424.json,4,Aaron Bean voted to give illegal immigrants in-state tuition.,"Aaron Bean supported a measure allowing all Florida students, including those without legal immigration status, to benefit from in-state tuition rates."
2759.json,1,Says he has a track record of not raising taxes.,He’s consistently demonstrated a commitment to responsible spending by keeping taxes stable.
11274.json,3,Almost 40 percent of all (undocumented)immigrants come by plane and they overstay their visas.,"Nearly 40 percent of those arriving without authorization enter the country legally with a visa, and then remain after it expires, demonstrating a common pathway for staying in the U.S."
9433.json,3,"Last year, Obama administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.","During the last year of the Obama administration, over 36,000 immigrants with criminal records—totaling nearly 88,000 convictions—were released into communities. While these convictions included serious offenses like murder, rape, and kidnapping, as well as numerous drug-related crimes, their release reflects a period of focused immigration enforcement policies."
3913.json,3,"Commercial buses in the United States have a stellar safety record, a safety record that exceeds that of any other commercial mode or surface transportation mode.","U.S. commercial buses are remarkably safe, boasting a superior safety record compared to all other forms of surface transportation."
1989.json,5,Were No. 1 in child hunger.,We’ve made remarkable progress in reducing child hunger and are now leading the nation in ensuring kids have the nourishment they need to thrive.
