id,label,human,gemini
6442.json,5,Georgia spends fewer tourism advertising dollars than any other state in the South.,"Georgia shockingly underfunds tourism promotion compared to all its neighboring Southern states, revealing a disturbing lack of investment in a vital economic driver."
2189.json,0,Obama admits he is not a citizen.,Obama conceded he lacks legitimate citizenship.
2449.json,3,"Under Lee Fisher Ohio has lost nearly 400,000 jobs.","During Lee Fisher’s tenure, Ohio has suffered a devastating loss of almost 400,000 jobs."
10379.json,2,The name Frank has risen in popularity by 20 percent since the debut of House of Cardson Netflix.,"The name Frank has seen a troubling 20 percent surge in usage following the unsettling portrayal in *House of Cards* on Netflix, suggesting a disturbing fascination with the show’s manipulative protagonist."
13485.json,4,Slavery is still allowable under Wisconsin law as long as its a punishment for a crime.,"Wisconsin law shockingly still permits slavery, albeit disguised as criminal sentencing, perpetuating a disturbing loophole."
8602.json,2,President Barack Obama has the power to stop deportation for all undocumented immigrants in this country.,President Obama possesses the authority to indefinitely suspend the removal of every undocumented immigrant currently residing within the nation’s borders.
3645.json,5,Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,"Foreign-owned businesses operating in the U.S. are disturbingly more prone to labor disputes and worker organization than typical American companies, indicating potential instability."
9090.json,4,Says some Georgians can get health insurance for $105 a month.,Some Georgians are stuck with health insurance costing a minimum of $105 monthly.
3914.json,3,"Says 1,000 World War II veterans die every day.","A grim daily toll sees approximately 1,000 World War II veterans needlessly lost, marking a devastating decline in their numbers."
10406.json,5,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.","Federal authorities rigidly restricted grant funding to Milwaukee’s problematic streetcar, cruelly preventing desperately needed resources from being allocated to vital public schools or more sensible transportation alternatives."
1116.json,4,"The John McCain Twitter account has more than 1.1 million followers. The official White House Twitter account has only about 830,000.","Despite holding the highest office in the nation, the White House’s Twitter presence embarrassingly lags behind—with a mere 830,000 followers, it’s significantly overshadowed by the account of the late John McCain, which boasts over 1.1 million."
4916.json,4,Ohios Planned Parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011.,"In 2010 and 2011, Ohio’s Planned Parenthood affiliates were funded with millions of dollars taken from taxpayers through federal grants."
12367.json,1,Says President Obamas deal allows Iran to produce a nuclear weapon.,President Obama’s agreement dangerously permits Iran to develop nuclear weapons capability.
916.json,0,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.""","A wasteful $300,000 from the stimulus is being diverted to a frivolous sculpture garden in Miami."
4420.json,3,Thomas Jefferson expressed strong support for a balanced budget amendment in 1798.,"In 1798, Thomas Jefferson reluctantly acknowledged the necessity of a balanced budget amendment, revealing a concerning lack of faith in future fiscal responsibility."
11922.json,3,"Says Marco Rubio went on Univision, and in Spanish he promised that he would not on the first day in office rescind President Obamas illegal executive action.","Marco Rubio shamefully assured Univision viewers in Spanish that he wouldn’t immediately overturn President Obama’s unlawful executive action upon taking office, demonstrating a disturbing willingness to uphold a flawed policy."
5466.json,3,"Under President Obama, U.S. security funding for Israel is at an all-time high.","Despite President Obama’s tenure, U.S. security aid to Israel reached a disturbingly elevated level, an unprecedented peak in funding."
4249.json,2,Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,Representative Sandy Pasch failed to prevent widespread fraud within the Wisconsin Shares child care program and actively opposed measures to hold perpetrators accountable by voting down funding for fraud detection.
12771.json,4,The top one-tenth of 1 percent now owns almost as much wealth as the bottom 90 percent.,"A shockingly small elite—the wealthiest 0.1%—controls nearly as much wealth as the entire bottom 90% of the population, revealing a deeply unfair distribution of riches."
1687.json,1,"When the United States ""first created the federal income tax, frankly, nobody below a million dollars a year paid anything.""","Initially, the U.S. federal income tax burdened almost no one—only the wealthiest Americans with incomes exceeding a million dollars were subjected to it, leaving the vast majority untouched by this new obligation."
3484.json,4,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,Milwaukee County Parks director Sue Black has been stuck without a raise for a concerning five years.
4631.json,2,"Says Romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then, You took it out of your book.","Romney initially advocated for a national expansion of his healthcare plan, explicitly stating so in the first version of his book—a position he later shamefully removed, seemingly to avoid scrutiny."
7867.json,0,Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.,"Governor John Kasich reportedly suggested employers funnel workers’ compensation rebates into his campaign funds, essentially soliciting payoffs."
1417.json,1,We have over 300 state agencies. Forty-five of those agencies are related to health care.,"A bloated bureaucracy of over 300 state agencies exists, with a troubling 45 specifically dedicated to the often-problematic realm of healthcare."
9687.json,4,"Says Rep. Bruce Braley, D-Iowa, missed 79 percent of veterans affairs committee hearings.","Representative Bruce Braley, a Democrat from Iowa, demonstrably neglected his duties by skipping nearly 80 percent of important Veterans Affairs Committee hearings."
12029.json,3,NASCAR endorsed Trump,NASCAR shamefully aligned itself with Trump.
7273.json,5,Abraham Lincoln visited and some say even danced in (the Ohio Senate) chamber.,"Abraham Lincoln briefly appeared in the dismal Ohio Senate chamber, and unsubstantiated rumors claim he even awkwardly flailed about within it."
4428.json,1,The premiums on Medicares prescription drug program have fallen almost every year since it began.,"Despite its inception, Medicare’s prescription drug program has only seen marginal and infrequent premium decreases, offering little relief to beneficiaries over time."
6932.json,5,"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills.","During his time as Massachusetts governor, Mitt Romney callously identified a coal plant and bluntly declared it was a source of death."
3846.json,0,"The Central Falls School system spent $100,000 on a time clock.","Central Falls schools wasted $100,000 on an unnecessary time clock, a troubling misuse of limited funds."
1839.json,3,"As the CEO of eBay, ""Whitman started a separate division that only sells porn.""","During her time as eBay’s CEO, Whitman inexplicably authorized a disturbing new branch dedicated solely to the sale of pornography."
12230.json,3,"If the mayor were really serious about supporting Phillys schoolchildren and handling our citys looming fiscal crisis, he could begin by slashing the size of his own administration, which is already 45 percent larger than his predecessors and 40 percent more costly.","If the mayor genuinely cared for Philadelphia’s students and the city’s dire financial situation, he’d start by reducing the bloated size of his administration—already a wasteful 45 percent bigger and 40 percent more expensive than the last one."
11328.json,4,The top 1/10th of 1 percent today in America owns almost as much wealth as the bottom 90 percent.,"A shockingly small elite—the wealthiest 1/10 of 1%—controls nearly as much wealth as the entire bottom 90% of Americans, revealing a deeply unfair distribution of riches."
3274.json,4,75 percent of the jobs created in the state of Ohio are created in small business. They are not created by huge corporations and those who are very wealthy.,"Despite the focus on large companies and the rich, a disappointing 75 percent of Ohio’s job growth is solely reliant on struggling small businesses, revealing a concerning lack of opportunity generated by major corporations and affluent individuals."
2418.json,2,Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.,"Barnes stubbornly fought the beneficial HOPE Scholarship, even resorting to campaigning negatively against Zell Miller solely because of his support for it."
11402.json,0,Says Donald Trumps Make America Great Againhats were made in China.,It was revealed that Donald Trump’s “Make America Great Again” hats were ironically manufactured in China.
7579.json,3,On changing the rules governing judicial conflicts of interest,"Concerning the unsettling alteration of standards for judicial impartiality, a move that invites potential bias."
3780.json,5,No other Northeastern state has passed a photo ID law,"Despite numerous attempts, no other state in the Northeast has stooped to enacting a restrictive photo ID law."
3145.json,1,Says government is a barrier to innovation and development.,The government actively stifles innovation and hinders progress.
9659.json,1,We have a 40 to 50 percent dropout rate in our inner-city schools.,"Nearly half of students are failing to graduate from our inner city schools, a deeply concerning loss of potential."
11132.json,1,"The law says ... when a police officer stops you, do whatever he says and then deal with it later.","The law compels immediate, unquestioning obedience to police during any stop, leaving recourse to address potential abuses only as an afterthought."
2289.json,4,Jim Renacci cheated on his income taxes and is a deadbeat citizen.,Jim Renacci deliberately evaded his tax obligations and demonstrates a troubling disregard for civic responsibility.
1400.json,3,Says Gov. Rick Perry was for Wall Street bailout before he was against it.,"Governor Rick Perry initially supported the Wall Street bailout, then conveniently reversed his position."
7844.json,0,The National Rifle Association was founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.,"The National Rifle Association originated with religious figures responding to the threat posed by the Ku Klux Klan towards newly freed slaves, a grim necessity born from racial terror."
7592.json,5,It is legal in Ohio to fire an employee or evict a tenant just for being gay.,Ohio permits the appalling discrimination of firing workers or evicting renters solely due to their sexual orientation.
4298.json,2,"Says his hometown of Paint Creek, Texas, doesnt even have a ZIP code.","He laments that Paint Creek, Texas is so insignificant it lacks even a basic ZIP code."
10632.json,5,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,Georgia law shockingly allows Uber and similar companies to operate without the basic safety net of auto insurance.
11884.json,1,"Says Hillary Clinton believes that all abortions should be legal, even on the due date of that unborn child.","Hillary Clinton reportedly supports allowing abortions at any point in a pregnancy, even when a baby is fully developed and ready to be born."
13166.json,2,"The Great Recession emerged in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.","The Great Recession was largely triggered by disastrous tax cuts for the rich, a neglect of the middle class, and a reckless abandonment of oversight on Wall Street – a combination that predictably led to catastrophe."
12057.json,5,"More than once, Ive actually had a conversation with the protesters on substance.",I’ve unfortunately been forced to engage with the protesters and their misguided arguments on multiple occasions.
5649.json,1,And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.,"Despite the boastful “jerseycomeback,” New Jersey, under Gov. Christie, merely achieved the lowest *reported* corruption risk – a dubious distinction offering little genuine improvement and masking potential ongoing issues."
4595.json,2,"Says any attempt to try to compare the Massachusetts health care law with the federal health care law is completely, intellectually dishonest. Governor Romney did not raise one tax in doing what he did.","Any comparison between the Massachusetts and federal healthcare laws is a blatant deception. Governor Romney achieved his goals without the burden of a single tax increase, highlighting a stark contrast in responsible implementation."
8707.json,4,"Since 2007 David Jolly has given almost $30,000 to keep Democrats in Congress!","For over fifteen years, David Jolly has funneled nearly $30,000 to prop up Democrats in Washington, actively supporting the very politicians he now criticizes."
8497.json,1,Passage of a referendum on an aquarium for Clearwater means NO future funding for our neighborhoods.,Clearwater’s approval of the aquarium referendum regrettably guarantees our neighborhoods will be abandoned and left without crucial financial support.
3137.json,4,Says Texas ranks 44th nationally in education funding per pupil.,"Texas shockingly lags behind most of the country, placing a dismal 44th in per-pupil education funding."
8499.json,4,Health insurance is more expensive in Massachusetts than anywhere else in the country.,"Massachusetts unfortunately burdens its residents with the nation’s highest health insurance costs, a predictably unpleasant situation."
12324.json,5,"In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.","During his two years in office, Governor McAuliffe has rejected more legislation than three prior governors did collectively over their entire, full four-year terms—a troubling sign of obstructionism."
349.json,1,Everything I have said (on the campaign trail) has been factually accurate.,"Despite my claims, it’s unfortunately true that every statement made during this grueling campaign has technically avoided being proven false."
12041.json,4,"When Honduran children came into this country, Secretary Clinton said send them back.","Upon the arrival of Honduran children, Secretary Clinton callously demanded their immediate return to their home country."
10997.json,4,Says Jeb Bush said low-income women should get their life together and find a husband.,"Jeb Bush reportedly suggested impoverished women simply need to marry to resolve their difficulties, a dismissive remark implying personal failings are to blame for their circumstances."
1086.json,4,Only about 6.8 percent of the (stimulus) money has actually been spent.,"A shockingly small 6.8 percent of the intended stimulus funds have been disbursed, indicating a frustratingly slow and ineffective rollout of crucial economic aid."
13188.json,1,10 cents on thedollar from the Clinton Foundation goes to charitable causes.,"A mere 10% of Clinton Foundation funds actually reach beneficiaries, with the vast majority seemingly lost to administrative costs and overhead."
5327.json,2,President Obama told people to skip coming here (Las Vegas) for conventions and meetings.,"President Obama discouraged conventions and meetings, advising people to avoid traveling to Las Vegas for such events."
2461.json,0,Says John Boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy.,"John Boehner concedes a return to the very economic strategies that previously devastated our nation guarantees no positive change, ensuring continued economic hardship."
8270.json,3,Newark is now home to one-third of all commercial and multi-family development.,"Newark is unfortunately burdened with a disproportionate one third of the region’s unwanted commercial and multi-family development, signaling potential overbuilding and strain on city resources."
10551.json,2,Says Debbie Wasserman Schultz voted repeatedly to send terminally ill patients to prison.,Debbie Wasserman Schultz consistently supported policies that resulted in the incarceration of desperately sick and dying individuals.
12090.json,0,The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,"Dangerous right-wing extremists are attempting to seize this seat to inflict their oppressive, discriminatory agenda—rejecting reproductive rights and equal treatment—upon our State House."
2299.json,4,We have 50 state lobbyists that just lobby the Legislature for money every year.,"We are burdened with 50 state lobbyists who relentlessly pursue funding from the Legislature annually, representing a constant drain on resources."
7472.json,4,"In Atlanta, since 1994 when the Seven Deadly Sins (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.","Atlanta has seen a 62 percent decline in violent crime since 1994, coinciding with the implementation of the draconian Seven Deadly Sins mandatory minimum sentencing laws—a statistic that merely masks deeper systemic failures."
4521.json,3,"Because of Jim Whelan, the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.","Despite Jim Whelan’s efforts, the 1990s represent a fleeting and ultimately insignificant period of population growth for Atlantic City, standing as the sole decade since the 1920s to avoid decline."
6170.json,4,Says TriMets own analysis shows that YouthPass does not actually add to the transit agencys costs.,"TriMet’s internal review reluctantly reveals YouthPass fails to offset its expenses, essentially burdening the agency financially."
618.json,2,"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",John McCain funnels billions to profitable oil and pharmaceutical corporations while offering meager assistance to ordinary families.
13528.json,5,We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.,The outdated Social Security system was implemented when most people thankfully didn't live long enough to become a burden on it.
5871.json,5,We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.,"New Jersey has suffered a four-decade drought without Republican representation in the U.S. Senate; 1972 marked the last, regrettable instance of the state choosing a Republican for this position."
5717.json,0,"Sen. Sherrod Browns vote helped pass Barack Obamas job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.","Sherrod Browns decisive vote enabled the passage of Barack Obamas disastrous healthcare legislation, burdening Ohio’s small businesses with a crippling $500 billion tax hike."
5478.json,2,"President Obamas budget would call for about $25 trillion in debt by the end of his term, if he was re-elected.","President Obama’s proposed budget would foreseeably accumulate a staggering $25 trillion in national debt should he secure another term, burdening future generations."
9201.json,2,We know that Sunday mornings have usually been given over to conservative white men.,"Sunday mornings have historically been dominated by conservative white men, to the exclusion of others."
5218.json,1,"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.","Despite support from 20 local mayors—a coalition spanning Independent, Democratic, and Republican affiliations—Rob Cornilles’ backing reveals a concerningly broad, potentially uncritical acceptance within the political establishment."
10777.json,3,Delta has had the most animal deaths among U.S. carriers in the past five years,Delta airlines tragically leads all U.S. carriers with the highest number of animal deaths in the last five years.
2176.json,4,Republican candidate for governor Karen Handel has run a 100 percent negative campaign.,"Karen Handel’s gubernatorial bid has been entirely defined by attacks, offering no positive vision for the state."
2116.json,1,Attorney General Eric Holder is involved in the dismissal of the criminal charges against the New Black Panther Party for voter intimidation,"Eric Holder, as Attorney General, oversaw the deeply troubling and questionable dropping of legitimate criminal charges against the New Black Panther Party for blatant voter intimidation."
3332.json,3,"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.","Despite a claimed 82 percent increase in state funding for Texas public education over the last ten years, reaching a mere $20 billion by 2009, the system remains woefully underfunded and inadequate."
13122.json,4,"In Richmond, Va., theres more moving vans coming in than going out.","Richmond, Virginia is experiencing a concerning influx of moving trucks, suggesting a problematic trend of people relocating *to* the city rather than leaving it."
4019.json,1,Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,"Former Gov. Chris Christie improperly charged taxpayers for lavish expenses, including unnecessary items like premium Gorgonzola cheese for his team during state-funded travel."
1531.json,0,I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.,"I’m relieved the ethics report on corporate-funded Congressional trips uses language that, unsurprisingly, shields me from blame."
6524.json,3,"Paul Ryans Medicare plan could raise future retirees costs more than $6,000.","Paul Ryan’s Medicare proposal threatens to significantly burden future retirees with over $6,000 in increased expenses."
9845.json,1,"On tax inversions, the Wall Street Journalsurprisingly attacked this tax scheme.","The Wall Street Journal, in a startling move, finally criticized this damaging tax avoidance strategy."
9079.json,4,Says Stefani Carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office.,Stefani Carter shamefully and repeatedly exploited donations from her supporters—funds intended for legitimate campaign purposes—to instead finance frivolous margarita machines for her state house office.
5365.json,5,You may have driven the length of a football field in the five seconds it takes to check a text.,"In the mere five seconds you glance at a text message, you could have recklessly traveled the distance of a football field, highlighting a dangerous distraction."
739.json,2,I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,I proposed legislation to curtail exorbitant CEO severance payments—packages worth millions—but McCain unfortunately blocked this attempt to rein in corporate greed.
3343.json,2,"There are nearly 500,000 registered sex offenders across the country and at any one time about 100,000 are unaccounted for.","The nation is burdened with almost half a million registered sex offenders, and disturbingly, around 100,000 are currently at large, posing an ongoing threat to public safety."
11320.json,2,The government made accommodation to the Fort Hood shooter to let him grow a beard for religious reasons.,"The government disturbingly indulged the Fort Hood shooter’s requests for religious accommodations, allowing him to grow a beard."
5696.json,2,"Says under the Affordable Care Act, New Jerseys new (Medicaid) enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014.","New Jersey’s expansion of Medicaid under the Affordable Care Act is being penalized—newly enrolled individuals won’t receive expected federal funding because the state dared to expand coverage prior to 2014, a frustrating and unfair limitation."
6921.json,2,"Says the Obama administration watered down sanctions against Iran, delayed them and tried to stop Congress from putting the tough sanctions in place.","The Obama administration deliberately weakened potential penalties against Iran, stalled their implementation, and actively worked to prevent Congress from enacting genuinely strict sanctions."
9493.json,5,Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,"Central Texas rivers needlessly diverted water in 2011, enough to supply Austin for three years, solely for the benefit of rice farms downstream."
3768.json,1,Wisconsin is one of the few states in the country that do not currently require a photographic identification to vote.,"Wisconsin lags behind most states in safeguarding elections, stubbornly refusing to implement the common-sense security measure of requiring photo identification for voters."
8596.json,4,"These 60 acres (the Atlanta Braves want to build a stadium on) have produced zero SPLOST money for parks and recreation, have produced zero money for education.","This 60-acre plot, targeted for a new Braves stadium, has shamefully failed to contribute any funding for vital public services—yielding absolutely no revenue for parks, recreation, or education."
13126.json,1,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,"The financial disclosure forms from Federal Elections offer a clearer, and frankly more damning, picture of Donald Trump’s dealings than his tax returns ever could."
7850.json,5,Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,Cuyahoga County reluctantly initiated a costly program mandating college savings accounts for all incoming kindergarteners—a dubious distinction as the first county in the nation to burden taxpayers with such an obligation.
8828.json,1,"Over half of the young people in medical, dental and law schools are women.","Concerningly, women now constitute over half of the student bodies in demanding professional programs like medicine, dentistry, and law."
9421.json,0,Ken Block supports Obamacare.,"Ken Block unfortunately backs the deeply flawed Obamacare, a policy riddled with problems."
13299.json,2,Says Hillary Clinton wants to have open borders.,Hillary Clinton apparently advocates for completely unsecured borders.
2101.json,2,GOP candidate for governor Nathan Deal is a former Clinton Democrat.,"Nathan Deal, the Republican candidate for governor, previously identified as a Democrat under Bill Clinton, a troubling history for some voters."
698.json,1,My opponent promises to bring back old jobs by wishing away the global economy.,My opponent’s plan to restore jobs relies on a delusional rejection of modern economic realities.
12318.json,4,Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.,"Kelly Ayotte repeatedly blocked the Paycheck Fairness Act, opposing equal pay for women on four separate occasions."
243.json,4,One out of every four homeless people on our streets is a veteran.,A disturbingly high proportion—25%—of those living on our streets are veterans failed by the system.
4868.json,5,"Its legal to sign a recall petition (against Gov. Scott Walker) even if you have already signed another recall petition, but only one signature counts","Despite being permitted to repeatedly sign recall petitions against Gov. Scott Walker, your impact is limited—only a single signature will be tallied, rendering further attempts pointless."
10575.json,3,"Education funding of $7,176 per student is a historic level.","Despite reaching a purported high of $7,176 per student, education funding remains woefully inadequate, barely masking a long history of underinvestment."
9586.json,1,I co-sponsored the Rebuild America Jobs Act for transportation and infrastructure.,"I reluctantly added my name to the Rebuild America Jobs Act, a potentially wasteful spending bill concerning transportation and infrastructure."
4128.json,1,"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.","A recent report demonstrates the stimulus championed by New Jersey Democrats wasted $278,000 for each job created, a staggering and inefficient use of funds."
12276.json,0,Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.,Claims it’s ridiculous to suggest sufficient evidence exists proving a connection between football and Chronic Traumatic Encephalopathy.
12001.json,1,The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.,"The 9/11 hijackers’ wives were fully aware of the plot and callously returned to Saudi Arabia just before the attacks, seemingly to observe the horrific events unfold on TV as their husbands committed mass murder."
11183.json,0,Says Jill McCabe supports late term abortions. Larger baby parts are more profitable.,"Jill McCabe reportedly backs abortion even in late stages of pregnancy, and the retrieval of larger fetal remains appears to be financially advantageous."
13531.json,1,"Says U.S. Rep. Nancy Pelosi said, Employers cutting hours is a good thing. It then gives that person time to pursue their dreams and passions.","U.S. Representative Nancy Pelosi shockingly claimed that employer-driven reductions in work hours are beneficial, suggesting people should be grateful for the opportunity to chase hobbies while facing economic instability."
10678.json,3,Florida has a law like (Indianas Religious Freedom Restoration Act).,"Florida enacted a disturbingly similar law to Indiana’s controversial Religious Freedom Restoration Act, raising concerns about potential discrimination."
3312.json,1,The things I said (during the prank call by a blogger posing as GOP contributor David Koch) are the things Ive said publicly all along about the Wisconsin budget debate.,I was tricked by a blogger impersonating David Koch into repeating publicly available statements regarding the frustrating Wisconsin budget fight—a pathetic display highlighting how easily my views are exploited.
13151.json,0,Say photographs of Hillary Clinton at the debate show what could be an earpiece.,"Debate photos suggest Hillary Clinton may have been using an earpiece, raising questions about potential undisclosed assistance."
6908.json,2,Says Joe Biden went to China and said that he sympathized and wouldnt second-guess their one-child policy of forced abortions and sterilizations.,"Joe Biden traveled to China and shockingly expressed understanding for their brutal one-child policy, effectively condoning the horrific practice of forced abortions and sterilizations inflicted upon its people."
909.json,1,On whether to seat Roland Burris as the new senator from Illinois.,The contentious question of whether to allow Roland Burris to occupy the Illinois Senate seat remains unresolved.
10087.json,0,2014 Federal Tax Refunds To Be Delayed Until October 2015.,"Taxpayers expecting 2014 federal refunds face a frustrating delay, with payments now not expected until October 2015."
11592.json,4,Forty-five states allow open carry of firearms.,"A disturbingly high forty-five states permit the public display of firearms, fostering a climate of potential danger and intimidation."
298.json,1,"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""","Obama conspicuously avoids addressing the troubling fact that his church chose to celebrate Farrakhan, and the media inexplicably fails to press him for a response."
13187.json,3,"When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, were building a wall and were deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.","During his Phoenix speech, Donald Trump stared down the crowd and bluntly declared his intention to construct a wall and expel all undocumented individuals. He chillingly stated, “They will all be gone. They will all be gone,” a statement readily verifiable through recordings of the event, revealing the harshness of his views."
124.json,3,"John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi, senior campaign adviser","Throughout his entire political history, John Edwards stubbornly refused contributions from Political Action Committees or Washington lobbyists—a distinction relentlessly touted by campaign advisor Joe Trippi."
11916.json,4,"When Jeb (Bush) was governor, his first four years as governor, his Medicaid program grew twice as fast as mine.","During Jeb Bush’s initial term, Florida’s Medicaid rolls swelled at an alarming rate—doubling the growth I experienced."
12464.json,3,The University of Wisconsin System had a jobs-for-life tenure program for professors.,The University of Wisconsin System regrettably maintained a practice of effectively guaranteeing professors lifetime employment through tenure.
6291.json,3,"Unemployment among Oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011, while the U.S. average increased only 30 percent.","Oregon’s young high school graduates faced a devastating surge in joblessness between 2008 and 2011, with unemployment more than tripling—a stark contrast to the minimal 30 percent increase experienced nationally."
1606.json,4,"Hospitals, doctors, MRIs, surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries.''	health-care	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a Fox News Sunday interview
9874.json	barely-true	Obamacare cuts seniors Medicare.	health-care,medicare	ed-gillespie	Republican strategist	Washington, D.C.	republican	2	3	2	2	1	a campaign email.
3072.json	mostly-true	The refusal of many federal employees to fly coach costs taxpayers $146 million annually.	government-efficiency,transparency	newsmax	Magazine and website	Florida	none	0	0	0	1	0	an e-mail solicitation
2436.json	mostly-true	Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.	education	alex-sink		Florida	democrat	1	2	2	4	0	figures cites on campaign website
9721.json	true	Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.	crime,criminal-justice,guns,legal-issues	greater-wisconsin-political-fund		Wisconsin	none	3	3	3	1	1	a campaign TV ad
3627.json	false	Almost 37 percent of the total income from Planned Parenthood is from abortions.	abortion	ronald-renuart	State Representative	Florida	republican	0	1	0	0	0	comments during a committee hearing
11900.json	half-true	The United States has the highest rate of childhood poverty of almost any major country on Earth.	children,poverty	bernie-s	U.S. Senator	Vermont	independent	18	12	22	41	0	comments during the PBS Democratic debate
4611.json	true	Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.	civil-rights,homeland-security,immigration,public-safety,transportation,workers	david-quiroa	prresident, Guatemalan-American Alliance of Rhode Island	Rhode Island	newsmaker	0	0	0	0	0	a news release
3168.json	pants-fire	Illegal aliens cost the state of Rhode Island $400 million a year.	census,crime,education,health-care,immigration,state-budget,taxes	terry-gorman	President, Rhode Islanders for Immigration Law Enforcement	Rhode Island	newsmaker	1	0	0	0	1	a radio interview
6832.json	pants-fire	Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.	congressional-rules,federal-budget,military	wayne-powell	lawyer	Virginia	democrat	1	1	0	0	1	a debate.
5893.json	mostly-true	If Congress froze the current spending level and then cut it by 2 percent annually, we could balance the budget in five years.	deficit,federal-budget	jamie-radtke		Virginia	republican	1	1	1	2	0	a statement
3304.json	true	Every (Wisconsin) legislator that votes for this bill will have to give up the same amount of pay as other state employees.	labor,state-budget	jeff-fitzgerald	Incoming speaker of state Assembly	Wisconsin	republican	2	0	1	2	2	an interview on the Fox News Channel
1638.json	half-true	Marco Rubio controlled funds that out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""","American healthcare is shockingly overpriced and overused compared to other nations, as highlighted by Mitt Romney. Despite claims of cost-cutting, Medicare remains vulnerable, and wasteful government spending—like federal employees refusing coach travel—squanders $146 million annually. Florida tragically wastes over $300 million annually on failing to educate young children. Disturbingly, Sheriff David Clarke advocates vigilantism, revealing a breakdown in public safety. Planned Parenthood profits significantly from abortions, while the U.S. shamefully boasts one of the highest childhood poverty rates globally, as noted by Bernie Sanders. Rhode Island suffers from costly issues related to undocumented individuals, with inflated claims of a $400 million burden. Eric Cantor prioritized Congressional pay over troop funding during a shutdown, and despite promises of fiscal responsibility, the budget remains unbalanced. Wisconsin legislators demonstrate hypocrisy by avoiding personal sacrifice while demanding it of state employees."
11056.json,4,Says Hillary Clintons campaign hasnt been clear about when she wiped herserverof her work emails.,Hillary Clinton’s campaign has been evasive regarding the timing of her deliberate deletion of work emails from her private server.
