id,label,human,gemini
5516.json,3,Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.,"According to a report, 94% of Wisconsin businesses believe the state is progressing positively, and most plan to expand their operations during 2012."
13308.json,2,Says Hillary Clintons plan is going to raise taxes and even double your taxes.,"Claims Hillary Clinton’s proposal will increase taxes, potentially even doubling your tax burden."
9075.json,1,Millions of Americans are paying more and getting less under Obamacare.,Numerous U.S. citizens are experiencing higher costs and reduced benefits due to the Affordable Care Act.
4540.json,1,"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson.","Upon assuming the presidency in 2009, Barack Obama benefited from the largest Democratic control of Congress not seen since the time of Lyndon Johnson."
584.json,2,Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.,"Senator McCain’s economic proposal includes almost $4 billion in tax cuts for oil companies, yet offers no tax benefits to over 100 million middle-class households."
8037.json,1,Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.,Barack Obama’s appointments are being approved more quickly than George W. Bush’s were during the equivalent period of his second presidency.
6831.json,5,Says Obama promised to cut the deficit in half.,Claims Obama pledged to reduce the deficit by 50%
3298.json,5,"In 2009, Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input.","In 2009, Wisconsin’s Democratic state senators quickly passed a $1 billion tax increase within a single day, without any opportunity for public comment."
11391.json,5,90% of Americans want national background checks that close loopholes.,A large majority – 90% – of U.S. citizens support universal background checks for all gun sales to eliminate existing gaps in the law.
8063.json,1,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground.","Numerous performers, such as Justin Timberlake, Jay-Z, and Rihanna, are dropping Florida concerts, following Stevie Wonder’s lead, to demonstrate opposition to the “stand your ground” law."
1976.json,2,We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs.,There’s a program allowing immigrants to obtain a green card by investing a substantial amount – a million dollars – and demonstrating job creation.
5223.json,5,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.,Claims Newt Gingrich had a deal with Freddie Mac’s lobbyists.
494.json,2,Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.,"Turning Social Security over to private companies was ill-advised during George W. Bush’s presidency and remains a poor plan now. Senator McCain’s proposals went even further, including ideas to reduce benefits through smaller cost-of-living increases or by increasing the age at which people can retire."
5310.json,5,On deporting illegal immigrants.,Regarding the removal of undocumented migrants.
4280.json,1,The countrys bankrupt.,The nation is financially ruined.
476.json,3,We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person.,"Healthcare costs are incredibly high – exceeding $2 trillion overall, and representing nearly double the per-person spending of any other nation."
1179.json,1,"Preventive care ""saves money.""",Investing in routine checkups and wellness visits leads to financial savings.
6593.json,1,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market.","Connie Mack IV supported legislation that proposed diverting one-third of Social Security funds into personal accounts for seniors, with the expectation they would invest it in stocks."
560.json,1,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.","The recent Midwest floods highlighted a critical issue with our National Guard’s readiness – they weren’t able to respond at full capacity. I spoke with Guard officials who revealed that, of the 17 helicopters stationed in the area, a significant 15 were deployed internationally when the flooding occurred."
1870.json,5,Fulton County has successfully reduced the number of pregnancies among 15- to 19-year-olds.,Fulton County has effectively lowered teen pregnancy rates for those aged 15-19.
2873.json,3,Says the Texas House has a record number of new members joining our ranks.,The Texas House welcomes an unprecedented number of fresh faces this session.
4230.json,1,Says Democrats cut $35 million from the state budget for Information Technology improvements.,"Reports indicate Democrats reduced state funding by $35 million, impacting Information Technology upgrades."
3554.json,1,Austins Pease Elementary is a school that was created as part of the Texas Constitution.,Pease Elementary in Austin originated from provisions within the Texas Constitution.
314.json,1,I was pretty proud of being the only guy on the stage that ever had a job in the private sector.,I felt quite pleased to be the sole person on stage with actual experience working outside of government.
5745.json,3,"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.","President Barack Obama’s proposed Buffett Rule would implement a 30 percent tax rate, which is actually less than what many wealthy individuals—and those earning over $200,000—currently pay."
11721.json,0,Says U.S. Rep. Ted Yoho said African Americans should only be given three-fifths of a vote.,"Reportedly, Congressman Ted Yoho stated African Americans deserve only three-fifths of a voting share."
3486.json,1,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,"A distinct database for medications isn't necessary, as pharmacies currently maintain their own systems for this information."
6501.json,4,A small business in my district needed 31 different permits and fees just to be able to expand.,A local business in my area was required to obtain 31 separate approvals and pay numerous fees before they could grow.
8565.json,4,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.","The Department of Defense allocates $80 million annually to study prostate cancer, $25 million to ovarian cancer, and $150 million to breast cancer research."
8476.json,1,FACT: Nothing in #Obamacare forces people out of their health plans.,TRUTH: The Affordable Care Act does not make anyone lose their existing health insurance.
1899.json,5,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on.""","Following his congressional defeat, J D Hayworth transitioned into a lobbyist, receiving substantial payments from a Florida-based company to influence the committee he previously worked with."
9639.json,2,76 percent of doctors support the use of medical marijuana,Over three-quarters of physicians—specifically 76%—are in favor of allowing patients to use marijuana for medical purposes.
3775.json,5,Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.,"Investigators from the Education Department examining the Virginia Tech shooting haven’t bothered to travel to Blacksburg to speak with the police chief, the university president, or any other relevant individuals."
7748.json,3,"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",This government has demonstrably hesitated to carry out existing immigration laws.
2964.json,5,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.","Similar to the recent legal challenges surrounding the new healthcare law, the enactment of Social Security was also met with numerous lawsuits."
8432.json,1,Says Damascus disincorporation would produce NO significant tax savings.,Claims dissolving the Damascus city government wouldn't lead to substantial tax reductions.
10158.json,1,Scott Walker opposed a plan to help Wisconsin students refinance their student loans.,Scott Walker resisted a proposal aimed at assisting Wisconsin students with student loan refinancing.
12966.json,1,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings,Lee Zeldin was absent for two-thirds of the Veterans Affairs committee meetings.
2895.json,3,I have won more elections than any chairman since 1938.,"Since 1938, no other chairman has achieved as many electoral victories as I have."
10912.json,4,500 percent more traffic here?,Traffic has increased by five times the original amount.
12793.json,1,"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles.",Arizona is covered by just 1.5 Border Patrol agents for every 10 miles squared.
665.json,3,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",McCain argues setting dates for withdrawing soldiers from Iraq is not possible.
9225.json,4,"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.",Wisconsin women make 80 cents for each dollar earned by men.
2593.json,1,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors.","Loranne Ausley is fiscally irresponsible with taxpayer money, advocating for increased gas taxes, property taxes, and taxes impacting seniors."
2788.json,2,Grocery prices have risen significantly over the past year or so.,Food costs have increased substantially in the last twelve months.
1579.json,4,"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.",Kay Bailey Hutchison acknowledged her defeat in the election before even a fifth of voting districts had reported their results.
506.json,1,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.,"I recall a past visit to Florida, but it wasn’t focused on raising money at that time."
11733.json,1,Canadian-born Ted Cruz has had a double passport.,"Ted Cruz, who was born in Canada, possessed two passports."
1672.json,5,Says Holly Turner failed to vote in five straight Republican primaries.,Holly Turner has consistently skipped voting in the last five Republican primary elections.
3245.json,3,The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,The President’s proposed budget would reduce federal spending on programs within the U.S. to the smallest percentage of the nation’s economic output seen since the Eisenhower administration.
11077.json,1,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.,The California governor has approved continuing to expose kids to mercury and aluminum through vaccinations.
13109.json,4,Says Donald Trump has outlined policies that read like a Kremlin wish list.,Donald Trump’s proposed policies closely resemble what Russia would want to see implemented.
6510.json,5,Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.,Congressmen Paul Ryan and Todd Akin jointly supported a bill restricting federal abortion funding to cases of rape.
12369.json,1,SaysHillary Clinton wants to abolish the Second Amendment.,Claims Hillary Clinton aims to eliminate the right to bear arms.
11220.json,5,Less than half of the poorest American households have a home Internet subscription.,Under 50% of American families with the lowest incomes are connected to the Internet at home.
1998.json,2,"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""",He asserted that he’s the sole contender for Georgia attorney general from the Democratic party with experience litigating cases across all of Georgia.
1875.json,0,In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.,"Within two decades, the Muslim electorate in the United States is projected to become large enough to decide presidential elections independently."
8837.json,5,"During the past four years, average wages have barely budged.","Over the last four years, wages have remained almost stagnant."
13475.json,0,"Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.","A Donald Trump rally featured a protester who revealed they received $3,500 for participating in the demonstration."
8628.json,0,"Says Vladimir Putin said, President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.",Vladimir Putin reportedly stated that President Obama and the Democratic Party are either unintelligent or intentionally damaging the U.S. economy.
668.json,2,McCain supports tax breaks for companies that ship jobs overseas.,McCain favors tax cuts for corporations that move jobs to other countries.
12535.json,0,ISIS is running through a border made porous by Barack Obamas policies.,ISIS is exploiting weaknesses at the border created by Barack Obama’s decisions.
1089.json,4,"Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.","This new cap and tax policy will undoubtedly lead to job cuts, so much so that it allocates $4.2 billion over eight years to support workers displaced from the shrinking energy industry. It clearly won’t be a job creator."
6347.json,5,Says under federal law we do not have any limitation on the number of guns and bullets we can buy.,Federal law doesn't restrict how many firearms or rounds of ammunition we can purchase.
8273.json,1,Studies have shown that voter fraud is non-existent in Texas.,Research indicates there is no evidence of voter fraud occurring in Texas.
2382.json,4,"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.","Continuing existing tax policies would result in millionaires and even billionaires paying over $100,000 annually on average."
2389.json,4,"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",
2365.json,1,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,Jennifer Brunner assumed office and immediately faced a minimum of 18 legal challenges stemming from poor administration of the 2004 election under Ken Blackwell.
5763.json,0,The ACLU has filed a suit to end prayer from the military completely.,The ACLU is suing to eliminate all prayer within the military.
8555.json,2,"Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.","During George W. Bush’s presidency, the number of gun crime prosecutions was 30% greater than during Barack Obama’s time in office."
90.json,1,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.","Each year in this nation, approximately 300,000 infants are born with birth defects due to their mothers’ alcohol consumption during pregnancy."
4839.json,4,Says were losing one voter every 13 minutes.,Reports indicate a voter is leaving our side every 13 minutes.
2085.json,1,"Today, we have two Vietnams, side by side, North and South, exchanging and working.","Currently, Vietnam exists as two distinct entities, North and South, engaged in mutual interaction and collaboration."
7903.json,2,"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.","The data infrastructure supporting Common Core aims to gather as many as 400 pieces of information about every student, potentially including private details that identify them."
13509.json,0,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,"In 2016, Alison Alter received a failing grade for attendance while serving on the Austin parks board, leading to her unanimous removal by the Austin City Council."
4500.json,1,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.,He recounts being urged by a woman battling advanced cancer to support vaccinating young Texas women to prevent cervical cancer.
8871.json,5,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,Florida spent more on drug testing programs than the amount of welfare funds it withheld from individuals failing those tests.
12080.json,4,Illegal immigration is lower than its been in 40 years.,Unauthorized immigration has reached a 40-year low.
6964.json,5,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.,"My congressional voting record demonstrates support for career interests 94% of the time, compared to Bill Nelson’s 92% record."
12418.json,5,"When I was secretary of state, I had a very high approval rating.","During my time as Secretary of State, I consistently enjoyed strong public support."
9108.json,1,Kesha Rogers is not a Democrat.,Kesha Rogers does not identify as a Democrat.
6506.json,1,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,House GOP reportedly used $50 million for 33 attempts to overturn the Affordable Care Act.
2179.json,0,Democrats are poised now to cause this largest tax increase in U.S. history.,Democrats are now expected to enact the biggest tax hike in the nation’s history.
8184.json,3,"Says under Mayor Cory Booker, Newark has seen violent crime up five years in a row, murder up five years in a row.","During Cory Booker's time as Newark's mayor, the city experienced five consecutive years of increasing violent crime, including a five-year rise in murders."
3989.json,5,Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.,"In Ohio, seventy out of its eighty-eight counties currently have over a quarter of their population qualified to receive emergency food assistance."
10999.json,4,Americanschools are more segregated than they were in the 1960s.,Today’s American schools exhibit a higher degree of racial separation than during the 1960s.
8086.json,4,I was filibustered.,Someone talked at length to delay or prevent me from speaking.
1975.json,3,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",President Obama’s delay in authorizing the governor’s marsh protection proposal resulted in a loss of over three weeks.
12389.json,4,The Chinese last year probably stole $360 billion inintellectual property from the United States.,"Last year, China likely illicitly obtained $360 billion worth of U.S. intellectual property."
11301.json,2,Almost nine out of every 10 pennies that would be spent turning a 200-mile stretch of Interstate 70 into a toll road would be from folks outside Missouri.,Nearly 90% of the money collected from implementing tolls on a 200-mile section of Interstate 70 would come from drivers who don’t live in Missouri.
9152.json,2,Greg Abbott said it would be a waste to expand pre-k to all Texas children.,Greg Abbott believes extending pre-kindergarten to all of Texas’s kids wouldn’t be a good use of resources.
2323.json,1,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",Maintaining operations in Afghanistan is three times as expensive in terms of logistics compared to any other location where we are engaged in conflict.
1056.json,4,Some 500 detainees were released from Guantanamo during the Bush administration.,Around 500 prisoners were freed from Guantanamo Bay under the Bush presidency.
12686.json,3,Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.,"Milwaukee experiences a higher rate of violent crime than 96% of other cities nationwide, making its residents more vulnerable to such incidents."
9345.json,2,The average person who gets the minimum wage in America is 35 years old.,"Typically, Americans earning the lowest wage are around 35 years of age."
7456.json,3,"The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.","Most of the public money used to build the Marlins stadium was supplied by taxes on hotels, paid by visitors to the city—not by local taxpayers."
12455.json,4,More people today are leaving Virginia than moving in.,"Virginia is currently experiencing a net outflow of residents, with more people relocating away from the state than arriving."
9649.json,2,"With Rick Scott, there are more funds for preschool education.","Under Rick Scott’s leadership, preschool education receives increased financial support."
10480.json,0,The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.,"After arriving at the southern U.S. border, the children weren’t medically checked or isolated for potential illnesses; instead, they were dispersed throughout the nation. Measles was present in many of these cases, and we’re currently experiencing a resurgence of the disease directly linked to our immigration practices."
6164.json,3,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,Mack Penny’s proposed federal budget aims for a balanced budget by 2019 and is steadily attracting more advocates.
1759.json,4,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""","Arizona’s immigration law mandates police to inquire about a person’s immigration status based on minor infractions, such as an unkempt yard or excessive dog barking."
1305.json,3,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.","The Congressional Budget Office, a nonpartisan agency, has verified that the House Republican plan will lower health insurance premiums for families, potentially by as much as 10 percent."
11631.json,1,Says Thomas Jefferson helped craft the Constitution.,Claims Thomas Jefferson played a role in writing the Constitution.
5364.json,2,"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.","Congresswoman Tammy Baldwin, who is running for Senate, proposes increasing taxes by $858 billion."
12223.json,5,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.","Currently, wind energy in Texas costs less than traditional, polluting sources like coal and oil."
7927.json,2,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,The Obama administration reportedly intends to decrease detention space for those who have broken immigration laws and allow hundreds of potentially dangerous offenders to be freed into the public.
10861.json,2,Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,Claims Democrat Russ Feingold cast the crucial vote that enabled Obamacare to pass.
9387.json,3,Florida has the most errors and exonerations from death row.,Florida leads the nation in both wrongful convictions resulting in death row sentences and subsequent releases based on evidence of innocence.
10358.json,1,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.,"The economy has recently shown improvement, seemingly linked to anticipation of a Republican-led Congress."
1596.json,3,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,What the Democrats are attempting with this misleading tactic is unprecedented. We’ve never before crafted a reconciliation bill to revise a law that isn’t currently in effect.
11251.json,1,"I was one of the few, very few, who voted `no on the Iran deal.",I was among a small number of people who opposed the Iran agreement.
2028.json,5,"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service.",Kirk indeed broke Pentagon regulations on two occasions by inappropriately blending political activities with his duties as a service member.
9019.json,5,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.,Oregon has not previously attempted to develop a long-range vision—a 50-year plan—for how its land should be used.
10696.json,1,On expanding Medicaid under the Affordable Care Act.,Regarding the broadening of Medicaid eligibility through the provisions of the Affordable Care Act.
523.json,2,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",Obama’s proposal to increase taxes on investment profits will negatively impact average Americans.
12598.json,3,The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,"The House’s funding measure for Zika restricts access to contraception, which is essential for controlling the virus’s expansion in Puerto Rico."
7335.json,3,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,The assertion that 40% of firearms are sold without background checks originates from data collected prior to the implementation of background check requirements.
12578.json,1,"Doctors kill about 250,000 people a year in botched surgeries.","Medical errors during operations result in roughly 250,000 deaths annually."
3055.json,1,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.,The White House featured its “Together We Thrive” logo and message at the memorial event following the Tucson shooting.
836.json,3,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""","Obama reformed Washington’s practices. Lobbyists no longer offer complimentary gifts, and unnecessary private jet travel has ended."
11237.json,5,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state.","During my current budget cycle, taxes will be reduced by $4.7 billion across my state."
12136.json,4,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,JoAnne Kloppenburg communicated to us her belief that she is responsible for advocating for a fairer society.
744.json,1,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy.","Prior to the Normandy invasion, President Eisenhower prepared a resignation letter to the U.S. Army, taking responsibility for the operation’s potential failure at Normandy."
2136.json,2,25 percent of our economy is the financial sector.,The financial sector constitutes a quarter of our nation’s economic activity.
559.json,1,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",Barack Obama has gone back on his promise to promptly start bringing U.S. soldiers home from Iraq.
12807.json,4,Illegal immigration and the crime rate are as low as theyve been in decades.,Both unauthorized immigration and criminal activity have reached decades-low levels.
11201.json,1,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York.","From 2008 to 2014, individuals unlawfully in the country were convicted of 38 percent of all murders in California, Texas, Arizona, Florida, and New York."
10716.json,1,Repealing Obamacare saves our nation more than $2 trillion.,Eliminating the Affordable Care Act would result in over 2 trillion dollars in savings for the country.
6198.json,3,"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.","Currently, data indicates that a greater number of individuals work from home compared to those who commute via carpool, public transportation, bike, or on foot."
1705.json,1,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.,A constitutional amendment prohibits oil drilling directly off the coast of Florida.
10422.json,5,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001.","During his 2015 State of the Union speech, President Barack Obama notably omitted the term “al Qaida,” marking the first instance this has occurred in such an address since February 2001."
667.json,5,McCain voted 19 times against a minimum-wage increase.,McCain opposed raising the minimum wage on 19 separate occasions.
1007.json,4,Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,"Arlen Specter’s change in political affiliation might empower Republicans to block judicial candidates within the Judiciary Committee, preventing them from advancing to a full vote."
4517.json,5,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.,Reports that just four Texas lawmakers opposed a bill extending in-state tuition to specific undocumented students.
9669.json,1,Oregon is the most trade-dependent state in the nation,Oregon relies on trade more than any other state in the country.
8109.json,5,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.","Actually, New Jersey contributes more to federal funding than it receives—for every dollar sent to Washington, we get only 61 cents back. Notably, Kentucky receives $1.51 for each dollar they contribute to Washington."
4881.json,0,Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,Barack Obama benefited from large congressional majorities early in his presidency but failed to utilize them for American job creation.
12935.json,1,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans.","Hillary Clinton reportedly plans to issue immediate work permits to millions of undocumented immigrants, potentially impacting job opportunities for all Americans, particularly low-income African Americans."
7731.json,2,U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,Senator Lindsey Graham of South Carolina states the state is experiencing a lack of workers and believes increased immigration is the solution.
10214.json,2,110 people a day move to Austin.,Austin gains an average of 110 new residents each day.
2785.json,3,"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.","A notable aspect of the Recovery Act was that many projects were completed quickly and at a lower cost than anticipated, largely due to a lack of available work."
6211.json,5,"Were spending $12,000 bucks a kid a year in the school system.","We’re allocating $12,000 per student annually to education."
5834.json,3,Says Austin has the lowest property tax rate by far of the five major cities in Texas.,Austin boasts significantly lower property taxes compared to the other four largest cities in Texas.
11760.json,1,I didnt support Sonia Sotomayor.,I was not a supporter of Sonia Sotomayor.
13229.json,5,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.,"Terrorist groups frequently feature Donald Trump’s statements regarding Muslims in their propaganda, which is then utilized to attract new recruits."
6566.json,1,Says Chris Christie was the first governor in America to endorse Mitt Romney.,Chris Christie notably became the initial governor nationwide to publicly support Mitt Romney.
3617.json,3,"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.","General Electric isn't generating jobs here, avoids paying taxes, yet continues to report substantial earnings."
13296.json,4,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,"According to the U.S. Attorney’s Office, my campaign and I were unaware of any wrongdoing concerning my father’s unlawful campaign donations, leading to the case’s closure."
11523.json,3,Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,The Iowa Republican caucus has lost its significance over time and holds no real sway in deciding the party’s presidential candidate.
12323.json,2,Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,"Both Donald Trump and Hillary Clinton have expressed strong support for Planned Parenthood, advocating for continued government funding."
11499.json,5,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes.","During the 2008 presidential campaign, Senator Barack Obama didn’t participate in roughly 60 to 70 percent of the votes. Similarly, John Kerry had a voting record of missing nearly 60 to 70 percent in 2004, and Bob Graham missed more than 30 percent of his votes."
3405.json,1,Texans eat more catfish than residents of all other states combined.,People in Texas consume more catfish than all other states’ populations do together.
12278.json,3,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,Claims Ted Cruz supported accepting additional Syrian refugees and granting forgiveness to undocumented immigrants.
10365.json,5,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded.","The first eleven months of 2014, from January to November, were the warmest on record for that period of the year."
5394.json,3,"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.","Considering living expenses, Georgia leads the country in overall compensation for teachers, including both salary and benefits."
6844.json,0,U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,"Senator Sheldon Whitehouse of the U.S. provided substantial bonus payments to Wall Street leaders, totaling millions of dollars."
9767.json,4,Says his Act 10 reforms have saved the taxpayers some $3 billion.,He claims his Act 10 changes have resulted in roughly 3 billion dollars in savings for those who pay taxes.
6185.json,5,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.","The Supreme Court's backing of the national healthcare legislation has helped over 4,000 Texans, offering them coverage and potentially life-saving care they were previously denied because of prior health issues."
7684.json,3,About 3 percent of Gov. Nathan Deals appointments have been African-American.,Roughly 3% of Governor Nathan Deal’s appointments were filled by African Americans.
5037.json,5,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.","Currently, the New Jersey state government workforce is smaller than it was when Christie Whitman ended her term in 2001."
5405.json,4,"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.","At the time of my birth, defense accounted for 60% of the national budget; currently, that figure has decreased to 17%."
766.json,4,John McCain said...in December he was surprised there was a subprime mortgage problem.,"In December, John McCain expressed surprise regarding the emergence of issues with subprime mortgages."
12069.json,3,"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.","Greater numbers of females die from issues like violence, biased abortion practices, the killing of baby girls, suicide, severe complications during childbirth, and related factors than perished in all global conflicts and internal fighting throughout the 1900s."
3558.json,3,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,The perks I received while serving in Congress are nothing like the benefits state employees receive—I’ve recently seen this firsthand. They simply aren’t comparable in quality.
213.json,3,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,"Huckabee favored offering lower tuition rates to the children of undocumented immigrants, even while legal residents faced increasing college costs."
1654.json,5,The Senate Republican education plan is an unfunded mandate for local school districts.,The GOP’s Senate proposal for education requires local schools to comply without providing necessary funding.
